_id,OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,x,y
3161,3161,1376,Gerler/Hebe - 15B,GERLER ST,,498396.1172,6962092.518,-27.46470569,152.983767,BARDON,3 - Regular with seat,Y,Easy,Easy,Easy,5/17/2016 12:00:00 AM,498396.1172,6962092.518
3162,3162,1377,Gerler Street - 15,GERLER ST,,498602.4597,6961940.17,-27.46608132,152.9858553,BARDON,3 - Regular with seat,N,Medium,Hard,Medium,,498602.4597,6961940.17
3163,3163,1378,Mahara/Hebe - 15C,MAHARA ST,,498535.6175,6962166.952,-27.46403386,152.985179,BARDON,4 - Regular,Y,Easy,Easy,Easy,12/21/2017 12:00:00 AM,498535.6175,6962166.952
3164,3164,1379,Mahara Street - 15c,HEBE ST,,498524.7444,6962162.27,-27.46407611,152.985069,BARDON,4 - Regular,N,Easy,Medium,Easy,10/11/2017 0:00,498524.7444,6962162.27
3165,3165,1380,Warburton Street - 16,WARBURTON ST,,498645.2117,6962275.789,-27.46305139,152.9862883,BARDON,2 - Intermediate,Y,Easy,Hard,Easy,1/10/2017 0:00,498645.2117,6962275.789
3166,3166,1385,Main Avenue - 28,HARWOOD ST,,498271.1805,6961621.291,-27.46895978,152.9825019,BARDON,3 - Regular with seat,Y,Easy,Hard,Easy,8/5/2016 0:00,498271.1805,6961621.291
3167,3167,1388,Ennever Street - 27,MT COOT-THA RD,,498480.4478,6961409.637,-27.47087083,152.9846197,TOOWONG,4 - Regular,Y,Easy,Hard,Easy,4/4/2023 0:00,498480.4478,6961409.637
3168,3168,1406,Mt Coot-tha Summit,MT COOT-THA RD,,495933.3548,6959833.739,-27.48509277,152.9588338,MOUNT COOT-THA,2 - Intermediate,Y,Easy,Hard,Easy,3/31/2017 12:00:00 AM,495933.3548,6959833.739
3169,3169,1416,Leworthy Street - 20,LEWORTHY ST,,497766.5,6962401.6,-27.46191441,152.9773952,BARDON,2 - Intermediate,N,Hard,Easy,Easy,,497766.5,6962401.6
3170,3170,1460,Davies Road - 35,DAVIES RD,,497665.5552,6963511.607,-27.45189309,152.9763757,ASHGROVE,3 - Regular with seat,Y,Easy,Easy,Easy,12/19/2016 12:00:00 AM,497665.5552,6963511.607
3171,3171,1461,Davies Road - 34,DAVIES RD,,497551.4844,6963390.143,-27.45298947,152.9752211,ASHGROVE,4 - Regular,Y,Easy,Hard,Easy,12/7/2016 0:00,497551.4844,6963390.143
3172,3172,1463,Davies Road - 33,COOLIBAH ST,,497612.3351,6963182.077,-27.454868,152.9758365,ASHGROVE,3 - Regular with seat,Y,Easy,Easy,Easy,5/17/2016 12:00:00 AM,497612.3351,6963182.077
3173,3173,1466,Stephenson Street - 32,STEPHENSON ST,,497811.8921,6963078.665,-27.45580194,152.9778559,BARDON,3 - Regular with seat,Y,Easy,Easy,Easy,11/22/2019 12:00:00 AM,497811.8921,6963078.665
3174,3174,1474,Lewin Street - 24,LEWIN ST,,498397.6922,6963344.373,-27.45340394,152.9837846,BARDON,3 - Regular with seat,Y,Easy,Medium,Easy,2/20/2017 12:00:00 AM,498397.6922,6963344.373
3175,3175,1476,Lewin Street - 23,LEWIN ST,,498439.5731,6963516.389,-27.45185103,152.9842087,BARDON,4 - Regular,Y,Easy,Easy,Easy,10/26/2022 12:00:00 AM,498439.5731,6963516.389
3176,3176,1477,Lewin Street - 23/22,LEWIN ST,,498431.2922,6963544.698,-27.45159545,152.9841249,BARDON,3 - Regular with seat,Y,Easy,Hard,Medium,10/26/2022 12:00:00 AM,498431.2922,6963544.698
3177,3177,1529,Frasers Road - 40,FRASERS RD,,498569.4,6965013.1,-27.43833883,152.9855243,ASHGROVE,5 - District,N,Medium,Easy,Medium,,498569.4,6965013.1
3178,3178,1534,Victoria Street - 33,VICTORIA ST,,498669.626,6965461.419,-27.43429149,152.9865389,ASHGROVE,2 - Intermediate,Y,Easy,Medium,Easy,10/26/2022 12:00:00 AM,498669.626,6965461.419
3179,3179,1537,Kenny Street - 45A,FIG TREE POCKET RD,,496984.638,6953948.293,-27.53822893,152.9694611,FIG TREE POCKET,3 - Regular with seat,Y,Easy,Easy,Medium,7/11/2017 0:00,496984.638,6953948.293
3180,3180,1538,Fig Tree Pocket Road - 42A,FIG TREE POCKET RD,,496708.3821,6953805.691,-27.53951568,152.9666629,FIG TREE POCKET,3 - Regular with seat,Y,Easy,Easy,Easy,5/10/2019 0:00,496708.3821,6953805.691
3181,3181,1544,Fig Tree Pocket Road - 41,MACTIER ST,,496385.1,6954670,-27.53171196,152.9633913,FIG TREE POCKET,2 - Intermediate,Y,Easy,Medium,Easy,5/9/2018 0:00,496385.1,6954670
3182,3182,1545,Fig Tree Pocket Road - 41,FIG TREE POCKET RD,,496400.2915,6954666.617,-27.53174254,152.9635451,FIG TREE POCKET,3 - Regular with seat,Y,Easy,Medium,Easy,5/9/2018 0:00,496400.2915,6954666.617
3183,3183,1546,Gunnin Street - 41,GUNNIN ST,,496446.6,6954770.5,-27.53080482,152.9640144,FIG TREE POCKET,3 - Regular with seat,Y,Easy,Easy,Easy,5/2/2019 0:00,496446.6,6954770.5
3184,3184,1548,Gunnin Street - 41A,JESMOND RD,,496780.5603,6954605.113,-27.53229875,152.967396,FIG TREE POCKET,4 - Regular,N,Hard,Hard,Hard,,496780.5603,6954605.113
3185,3185,1552,Cubberla Street - 40,FIG TREE POCKET RD,,496181.8453,6954907.003,-27.52957176,152.9613337,FIG TREE POCKET,2 - Intermediate,Y,Easy,Medium,Medium,7/11/2017 0:00,496181.8453,6954907.003
3186,3186,1561,Jerrang Street - 31,JERRANG ST,,496232.7996,6956988.904,-27.51077666,152.9618562,INDOOROOPILLY,4 - Regular,Y,Easy,Hard,Medium,10/4/2017 0:00,496232.7996,6956988.904
3187,3187,1566,Fig Tree Pocket Road - 32A,FIG TREE POCKET RD,,495603.8638,6957069.512,-27.51004705,152.9554883,CHAPEL HILL,5 - District,N,Hard,Hard,Hard,,495603.8638,6957069.512
3188,3188,1567,Fig Tree Pocket Road - 33,FIG TREE POCKET RD,,495654.2365,6956965.442,-27.51098675,152.955998,CHAPEL HILL,3 - Regular with seat,N,Hard,Easy,Easy,,495654.2365,6956965.442
3189,3189,1568,Fig Tree Pocket Road - 33,FIG TREE POCKET RD,,495647.0625,6956984.819,-27.51081179,152.9559254,CHAPEL HILL,2 - Intermediate,Y,Hard,Easy,Easy,,495647.0625,6956984.819
3190,3190,1569,Fig Tree Pocket Road - 33A,FIG TREE POCKET RD,,495555.4938,6956685.827,-27.51351077,152.9549972,CHAPEL HILL,4 - Regular,N,Hard,Easy,Easy,,495555.4938,6956685.827
3191,3191,1572,Fig Tree Pocket Road - 35,FIG TREE POCKET RD,,495636.4412,6956070.779,-27.51906365,152.9558146,FIG TREE POCKET,4 - Regular,Y,Easy,Hard,Medium,5/9/2018 0:00,495636.4412,6956070.779
3192,3192,1574,Fig Tree Pocket Road - 36,RUTH MILLER CL,,495704.5,6955808,-27.52143621,152.9565028,FIG TREE POCKET,3 - Regular with seat,Y,Easy,Medium,Easy,3/20/2023 12:00:00 AM,495704.5,6955808
3193,3193,1578,Fig Tree Pocket Centenary Highway,CENTENARY MTWY ON RAMP,,495546.0029,6956206.943,-27.51783407,152.9548993,FIG TREE POCKET,2 - Intermediate,N,Hard,Easy,Easy,,495546.0029,6956206.943
3194,3194,1580,Witton Road - 29,WITTON RD,,496480.7225,6957448.052,-27.50663217,152.9643678,INDOOROOPILLY,4 - Regular,N,Hard,Easy,Easy,,496480.7225,6957448.052
3195,3195,1583,Market Street - 28,RENNIES RD,,496186.9804,6957606.705,-27.50519906,152.9613942,INDOOROOPILLY,3 - Regular with seat,N,Hard,Easy,Easy,,496186.9804,6957606.705
3196,3196,1586,Alkira Moggill Road,MOGGILL RD,,495784.1,6957315,-27.50783137,152.9573141,CHAPEL HILL,2 - Intermediate,N,Hard,Easy,Easy,,495784.1,6957315
3197,3197,1596,Burbong Street - 7,BURBONG ST,,495526.2917,6958234.205,-27.49953202,152.9547072,CHAPEL HILL,5 - District,N,Medium,Medium,Easy,,495526.2917,6958234.205
3198,3198,1597,Burbong Street - 7,BURBONG ST,,495561.8,6958207.7,-27.49977142,152.9550666,CHAPEL HILL,3 - Regular with seat,Y,Hard,Easy,Easy,,495561.8,6958207.7
3199,3199,1598,Burbong East,BURBONG ST,,495815.2,6957984.2,-27.50178997,152.9576313,CHAPEL HILL,3 - Regular with seat,Y,Easy,Hard,Medium,1/12/2016 0:00,495815.2,6957984.2
3200,3200,1601,BURBONG / MOGGILL,BURBONG ST,,496153,6957733.4,-27.50405518,152.9610505,CHAPEL HILL,5 - District,N,Hard,Hard,Medium,,496153,6957733.4
3201,3201,1635,Poinciana - Azalea - 62,POINCIANA ST,,496186.2471,6947832.74,-27.59343729,152.9613559,INALA,4 - Regular,N,Hard,Easy,Easy,,496186.2471,6947832.74
3202,3202,1636,Milpera - 51,OXLEY RD,,497696.0331,6956643.891,-27.51389469,152.9766711,CHELMER,3 - Regular with seat,Y,Easy,Easy,Easy,11/19/2019 12:00:00 AM,497696.0331,6956643.891
3203,3203,1637,Milpera - 51,OXLEY RD,,497682.9214,6956636.762,-27.51395903,152.9765383,CHELMER,2 - Intermediate,Y,Easy,Easy,Easy,9/8/2022 0:00,497682.9214,6956636.762
3204,3204,1644,Long Pocket Terminus - 44,MEIERS RD,,499501.9653,6956855.034,-27.51199037,152.9949572,INDOOROOPILLY,2 - Intermediate,Y,Medium,Hard,Easy,,499501.9653,6956855.034
3205,3205,1645,Fisheries - 43,MEIERS RD,,499502.5034,6957114.021,-27.50965226,152.9949628,INDOOROOPILLY,3 - Regular with seat,Y,Easy,Easy,Easy,4/28/2017 12:00:00 AM,499502.5034,6957114.021
3206,3206,1646,Fisheries - 43,MEIERS RD,,499487.319,6957177.93,-27.50907528,152.9948091,INDOOROOPILLY,4 - Regular,N,Hard,Easy,Easy,,499487.319,6957177.93
3207,3207,1647,BSES - 42,MEIERS RD,,499319.635,6957208.357,-27.50880051,152.9931113,INDOOROOPILLY,4 - Regular,Y,Easy,Hard,Medium,3/21/2023 12:00:00 AM,499319.635,6957208.357
3208,3208,1648,BSES - 42,MEIERS RD,,499285.5938,6957183.589,-27.5090241,152.9927666,INDOOROOPILLY,3 - Regular with seat,Y,Easy,Medium,Medium,3/21/2023 12:00:00 AM,499285.5938,6957183.589
3209,3209,1649,Castile Street - 41,CASTILE ST,,499049.0529,6957001.328,-27.5106694,152.9903714,INDOOROOPILLY,4 - Regular,Y,Easy,Easy,Easy,5/17/2016 12:00:00 AM,499049.0529,6957001.328
3210,3210,1651,Harts Road - 40,HARTS RD,,498865.6482,6956995.379,-27.51072297,152.9885144,INDOOROOPILLY,2 - Intermediate,Y,Medium,Easy,Easy,,498865.6482,6956995.379
3211,3211,1652,Harts Road - 40,HARTS RD,,498790.6112,6957057.833,-27.51015907,152.9877547,INDOOROOPILLY,4 - Regular,Y,Easy,Easy,Easy,5/10/2019 0:00,498790.6112,6957057.833
3212,3212,1653,Thomas Park - 39,HARTS RD,,498604.8906,6957130.683,-27.5095012,152.9858743,INDOOROOPILLY,3 - Regular with seat,Y,Easy,Medium,Easy,5/10/2019 0:00,498604.8906,6957130.683
3213,3213,1655,Marston Avenue - 38,HARTS RD,,498463.9167,6957299.316,-27.50797864,152.9844472,INDOOROOPILLY,3 - Regular with seat,Y,Easy,Easy,Easy,5/10/2019 0:00,498463.9167,6957299.316
3214,3214,1660,Dennis Street - 36,DENNIS ST,,498093.3192,6957689.558,-27.5044551,152.9806955,INDOOROOPILLY,2 - Intermediate,Y,Hard,Easy,Easy,,498093.3192,6957689.558
3215,3215,1661,Dennis Street - 36,HARTS RD,,498093.8,6957707.2,-27.50429582,152.9807004,INDOOROOPILLY,4 - Regular,N,Hard,Easy,Easy,,498093.8,6957707.2
3216,3216,1668,KEATING / CLARENCE,KEATING ST,,497779.7,6958308,-27.49887135,152.9775213,INDOOROOPILLY,5 - District,N,Hard,Hard,Hard,,497779.7,6958308
3217,3217,1675,Musgrave Road,MOGGILL RD,,497312.0772,6958453.439,-27.49755749,152.9727874,INDOOROOPILLY,2 - Intermediate,Y,Easy,Medium,Medium,1/15/2019 12:00:00 AM,497312.0772,6958453.439
3218,3218,1685,Burns Street - 27,SWANN RD,,498254.1081,6958554.227,-27.49664912,152.9823247,TARINGA,3 - Regular with seat,Y,Hard,Easy,Easy,,498254.1081,6958554.227
3219,3219,1686,Burns Street - 27,SWANN RD,,498228.6268,6958550.811,-27.49667992,152.9820667,TARINGA,4 - Regular,N,Hard,Easy,Easy,,498228.6268,6958550.811
3220,3220,1690,Central Avenue - 30,CENTRAL AVE,,497910.1,6958633.1,-27.49593657,152.9788421,INDOOROOPILLY,3 - Regular with seat,Y,Easy,Hard,Medium,11/19/2019 12:00:00 AM,497910.1,6958633.1
3221,3221,1692,Newcross Street - 32,CENTRAL AVE,,497979.9279,6958356.077,-27.49843763,152.9795485,INDOOROOPILLY,2 - Intermediate,N,Easy,Medium,Easy,,497979.9279,6958356.077
3222,3222,1698,Lambert/Central - 35,CENTRAL AVE,,497857.1225,6957810.064,-27.50336682,152.9783043,INDOOROOPILLY,3 - Regular with seat,Y,Hard,Easy,Easy,,497857.1225,6957810.064
3223,3223,1700,CARNARVON / WARD,CARNARVON RD,,498289.7,6958021.1,-27.50146221,152.9826842,INDOOROOPILLY,5 - District,N,Hard,Hard,Hard,,498289.7,6958021.1
3224,3224,1701,CARNARVON / LAMBERT,FAIRLEY ST,,498286.1,6957999.2,-27.50165992,152.9826478,INDOOROOPILLY,5 - District,N,Easy,Easy,Hard,,498286.1,6957999.2
3225,3225,1703,CARNARVON / LAMBERT,FAIRLEY ST,,498283,6957980,-27.50183325,152.9826164,INDOOROOPILLY,5 - District,N,Easy,Easy,Medium,,498283,6957980
3226,3226,1707,Lambert Road - 25,INDOOROOPILLY RD,,498771.8638,6957858.079,-27.50293448,152.9875657,INDOOROOPILLY,4 - Regular,N,Hard,Easy,Easy,,498771.8638,6957858.079
3227,3227,1708,Lambert Road - 25,LAMBERT RD,,498757.1,6957848.4,-27.50302184,152.9874162,INDOOROOPILLY,4 - Regular,N,Hard,Easy,Easy,,498757.1,6957848.4
3228,3228,1710,Lambert Road - 24,LAMBERT RD,,498952.1891,6957796.108,-27.5034941,152.9893914,INDOOROOPILLY,4 - Regular,N,Hard,Easy,Easy,,498952.1891,6957796.108
3229,3229,1715,Indooroopilly Road - 23,INDOOROOPILLY RD,,499152.3474,6958069.218,-27.50102861,152.9914181,ST LUCIA,2 - Intermediate,N,Hard,Easy,Easy,,499152.3474,6958069.218
3230,3230,1726,Hillsdon Road - 24,HILLSDON RD,,497371.9656,6959396.619,-27.48904262,152.9733957,TARINGA,2 - Intermediate,Y,Hard,Easy,Easy,,497371.9656,6959396.619
3231,3231,1729,Hillsdon Shops - 25,HILLSDON RD,,497258.1727,6959106.805,-27.49165882,152.9722431,TARINGA,3 - Regular with seat,Y,Easy,Easy,Easy,6/13/2018 12:00:00 AM,497258.1727,6959106.805
3232,3232,1731,Waverley Road - 26,WAVERLEY RD,,497138.7577,6958950.617,-27.49306864,152.9710338,TARINGA,3 - Regular with seat,Y,Easy,Medium,Medium,2/20/2017 12:00:00 AM,497138.7577,6958950.617
3233,3233,1733,Manchester Terrace - 24,WAVERLEY RD,,497550.7844,6958842.902,-27.49404189,152.9752048,TARINGA,2 - Intermediate,N,Hard,Easy,Easy,,497550.7844,6958842.902
3234,3234,1734,Manchester Terrace - 24,WAVERLEY RD,,497539.8653,6958850.368,-27.49397446,152.9750943,TARINGA,2 - Intermediate,Y,Easy,Hard,Medium,3/31/2018 12:00:00 AM,497539.8653,6958850.368
3235,3235,1737,Payne Street - 25,PAYNE ST,,497317.0866,6958819.324,-27.49425431,152.9728389,INDOOROOPILLY,2 - Intermediate,Y,Easy,Easy,Easy,2/17/2017 12:00:00 AM,497317.0866,6958819.324
3236,3236,1739,Stanley Street - 26,STANLEY ST,,497189.9575,6958830.124,-27.49415655,152.9715519,INDOOROOPILLY,3 - Regular with seat,N,Medium,Easy,Easy,,497189.9575,6958830.124
3237,3237,1740,Disraeli Street - 27,DISRAELI ST,,497011.7434,6958767.991,-27.49471711,152.9697475,INDOOROOPILLY,3 - Regular with seat,N,Hard,Easy,Hard,,497011.7434,6958767.991
3238,3238,1741,Disraeli Street - 27,DISRAELI ST,,497093.4708,6958765.489,-27.49473987,152.9705749,INDOOROOPILLY,3 - Regular with seat,Y,Easy,Easy,Easy,5/10/2019 0:00,497093.4708,6958765.489
3239,3239,1756,Gower Street - 23,STANLEY TCE,,497506.504,6959474.024,-27.48834406,152.9747578,TARINGA,3 - Regular with seat,Y,Hard,Easy,Easy,,497506.504,6959474.024
3240,3240,1758,Camp Street - 22,STANLEY TCE,,497597.763,6959436.126,-27.48868637,152.9756816,TARINGA,3 - Regular with seat,N,Hard,Easy,Easy,,497597.763,6959436.126
3241,3241,1759,Camp Street - 22,STANLEY TCE,,497601.0221,6959415.658,-27.48887116,152.9757146,TARINGA,3 - Regular with seat,N,Hard,Easy,Easy,,497601.0221,6959415.658
3242,3242,1760,Bywong Street - 21,STANLEY TCE,,497781.4813,6959367.02,-27.48931057,152.9775413,TARINGA,3 - Regular with seat,N,Hard,Easy,Easy,,497781.4813,6959367.02
3243,3243,1761,Stanley Terrace – 21,STANLEY TCE,,497803.1576,6959351.389,-27.48945172,152.9777607,TARINGA,4 - Regular,N,Hard,Easy,Easy,,497803.1576,6959351.389
3244,3244,1767,Harrys Road - 18,STANLEY TCE,,498259.5992,6959294.311,-27.48996768,152.9823813,TARINGA,2 - Intermediate,Y,Hard,Easy,Easy,6/30/2022 12:00:00 AM,498259.5992,6959294.311
3245,3245,1768,Lower Orchard St - 27/26,EXMOUTH ST,,497866.7887,6959882.734,-27.48465485,152.9784058,TOOWONG,2 - Intermediate,N,Hard,Easy,Easy,,497866.7887,6959882.734
3246,3246,1770,Camp Street - 27,CAMP ST,,497692.2829,6959773.012,-27.48564514,152.9766391,TOOWONG,4 - Regular,N,Hard,Easy,Easy,,497692.2829,6959773.012
3247,3247,1771,Orchard Street - 25,ORCHARD ST,,497940.8,6959858.039,-27.48487791,152.979155,TOOWONG,4 - Regular,N,Hard,Easy,Easy,,497940.8,6959858.039
3248,3248,1772,Dovercourt Road - 20A,WOODSTOCK RD,,498539.3,6959906,-27.4844457,152.9852136,TOOWONG,4 - Regular,Y,Easy,Hard,Easy,5/10/2019 0:00,498539.3,6959906
3249,3249,1774,Dean - Woodstock - 19/21,DEAN ST,,498251.3832,6960057.607,-27.48307665,152.9822992,TOOWONG,3 - Regular with seat,N,Hard,Easy,Easy,,498251.3832,6960057.607
3250,3250,1775,Elizabeth - Lodge - 21,ELIZABETH ST,,498170.9,6960121,-27.48250424,152.9814846,TOOWONG,4 - Regular,N,Hard,Easy,Easy,,498170.9,6960121
3251,3251,1778,Soudan Street - 24,SOUDAN ST,,498041.4245,6959881.238,-27.48466863,152.9801736,TOOWONG,4 - Regular,N,Hard,Easy,Easy,,498041.4245,6959881.238
3252,3252,1780,Ivy Street - 23,IVY ST,,498022.6292,6960081.044,-27.48286475,152.9799837,TOOWONG,2 - Intermediate,N,Medium,Easy,Hard,,498022.6292,6960081.044
3253,3253,1786,Dean - Elizabeth - 19/18,DEAN ST,,498234.0117,6960153.561,-27.48221037,152.9821235,TOOWONG,2 - Intermediate,N,Hard,Easy,Easy,,498234.0117,6960153.561
3254,3254,1804,Field Street - 23,COLDRIDGE ST,,500606.1097,6958801.624,-27.49441662,153.0061361,ST LUCIA,2 - Intermediate,Y,Easy,Easy,Easy,3/27/2017 12:00:00 AM,500606.1097,6958801.624
3255,3255,1806,Coldridge Street Coldridge Street,CARMODY RD,,500653.5875,6958442.077,-27.49766257,153.006617,ST LUCIA,2 - Intermediate,Y,Easy,Easy,Easy,6/22/2016 12:00:00 AM,500653.5875,6958442.077
3256,3256,1818,Hawken Divide - 29,HAWKEN DR,,500432.865,6957781.662,-27.50362485,153.0043826,ST LUCIA,4 - Regular,Y,Hard,Easy,Easy,,500432.865,6957781.662
3257,3257,1819,Highland Terrace - 28,HAWKEN DR,,500252.1622,6957712.967,-27.50424507,153.0025531,ST LUCIA,2 - Intermediate,Y,Hard,Easy,Easy,,500252.1622,6957712.967
3258,3258,1823,Tenth Avenue - 26,HAWKEN DR,,499916.1,6957736,-27.50403715,152.9991505,ST LUCIA,3 - Regular with seat,Y,Hard,Easy,Easy,,499916.1,6957736
3259,3259,1824,Tenth Avenue - 26,HAWKEN DR,,499889.2367,6957785.012,-27.50359467,152.9988786,ST LUCIA,3 - Regular with seat,Y,Hard,Easy,Easy,,499889.2367,6957785.012
3260,3260,1829,Hutton Lane - 21,SWANN RD,,499368.2542,6958382.661,-27.49819899,152.9936041,ST LUCIA,2 - Intermediate,Y,Easy,Hard,Easy,,499368.2542,6958382.661
3261,3261,1830,Hutton Lane - 22,SWANN RD,,499393.4104,6958400.444,-27.49803845,152.9938588,ST LUCIA,2 - Intermediate,Y,Easy,Hard,Easy,4/28/2017 12:00:00 AM,499393.4104,6958400.444
3262,3262,1846,St Lucia West Sir Fred Schonell Drive,SIR FRED SCHONELL DR,,499761.6,6958853,-27.49395291,152.9975865,ST LUCIA,2 - Intermediate,Y,Easy,Easy,Easy,3/15/2023 12:00:00 AM,499761.6,6958853
3263,3263,1856,Josling Street - 16,BRISBANE ST,,499325.6117,6959270.548,-27.49018316,152.9931729,TOOWONG,4 - Regular,N,Hard,Easy,Easy,,499325.6117,6959270.548
3264,3264,1859,Mayne Street - 17,JOSLING ST,,499116.3016,6959172.711,-27.4910663,152.9910539,TOOWONG,4 - Regular,Y,Easy,Easy,Easy,4/28/2017 12:00:00 AM,499116.3016,6959172.711
3265,3265,1861,Perrin Park - 18,JOSLING ST,,498976.4242,6959140.158,-27.4913601,152.9896379,TOOWONG,3 - Regular with seat,Y,Easy,Medium,Easy,2/20/2017 12:00:00 AM,498976.4242,6959140.158
3266,3266,1862,Bellevue/Burns - 19,BELLEVUE PDE,,498980.6284,6958965.588,-27.49293611,152.9896803,TARINGA,4 - Regular,N,Hard,Easy,Easy,,498980.6284,6958965.588
3267,3267,1867,Sundridge Street - 23,WESTERHAM ST,,498679.2,6958735.4,-27.49501398,152.9866285,TARINGA,2 - Intermediate,N,Hard,Easy,Easy,,498679.2,6958735.4
3268,3268,1870,Westerham Street - 22,INDOOROOPILLY RD,,498901.8026,6958684.382,-27.49547476,152.988882,TARINGA,3 - Regular with seat,Y,Easy,Easy,Medium,6/30/2022 12:00:00 AM,498901.8026,6958684.382
3269,3269,1871,Whitmore Street - 24A,WHITMORE ST,,498590.5066,6958529.113,-27.49687624,152.9857303,TARINGA,3 - Regular with seat,N,Hard,Easy,Easy,,498590.5066,6958529.113
3270,3270,1872,Whitmore Street - 24A,SEVEN OAKS ST,,498595.5638,6958491.899,-27.49721221,152.9857815,TARINGA,4 - Regular,N,Hard,Easy,Easy,,498595.5638,6958491.899
3271,3271,1874,Norman Street - 24,WHITMORE ST,,498627.5836,6958668.06,-27.49562187,152.9861058,TARINGA,4 - Regular,Y,Easy,Hard,Medium,7/3/2019 0:00,498627.5836,6958668.06
3272,3272,1889,Toowong High Street,HIGH ST,,499159.71,6959651.336,-27.48674533,152.9914937,TOOWONG,2 - Intermediate,N,Hard,Easy,Easy,,499159.71,6959651.336
3273,3273,1896,Norwood Street - 19,NORWOOD ST,,498585.9977,6960187.556,-27.48190387,152.9856866,TOOWONG,3 - Regular with seat,N,Hard,Easy,Easy,,498585.9977,6960187.556
3274,3274,1897,Norwood Street - 19,ASCOG TCE,,498560,6960178.5,-27.4819856,152.9854234,TOOWONG,4 - Regular,N,Hard,Easy,Easy,,498560,6960178.5
3275,3275,1898,Toowong Primary - Quinn St,QUINN ST,,498792.3,6960217.6,-27.48163283,152.987775,TOOWONG,5 - District,N,Hard,Hard,Hard,,498792.3,6960217.6
3276,3276,1903,Jephson Street - 14,JEPHSON ST,,499124.4198,6960216.3,-27.48164482,152.9911369,TOOWONG,2 - Intermediate,Y,Easy,Easy,Easy,,499124.4198,6960216.3
3277,3277,1919,Accession Street - 21,ACCESSION ST,,498611.2488,6963425.36,-27.45267303,152.9859459,BARDON,3 - Regular with seat,Y,Easy,Hard,Easy,5/23/2018 12:00:00 AM,498611.2488,6963425.36
3278,3278,1924,Milton - Torwood - 8,MILTON RD,,500021.425,6961477.333,-27.47026052,153.0002169,MILTON,2 - Intermediate,Y,Easy,Easy,Easy,9/23/2022 12:00:00 AM,500021.425,6961477.333
3279,3279,1940,Torwood Park - 12,HAIG RD,,499678.0016,6961519.057,-27.4698838,152.9967409,AUCHENFLOWER,4 - Regular,N,Hard,Easy,Easy,,499678.0016,6961519.057
3280,3280,1944,Wesley Hospital Coronation Drive,CORONATION DR,,499814.7,6960366,-27.4802936,152.9981243,AUCHENFLOWER,2 - Intermediate,N,Hard,Easy,Easy,,499814.7,6960366
3281,3281,1946,Regatta - 12,CORONATION DR,,499602.1288,6960004.621,-27.48355608,152.9959724,TOOWONG,2 - Intermediate,Y,Easy,Easy,Medium,4/28/2017 12:00:00 AM,499602.1288,6960004.621
3282,3282,1954,Stewart Road - 43,STEWART RD,,499021.3066,6964710.019,-27.44107545,152.9900967,ASHGROVE,5 - District,N,Medium,Easy,Hard,,499021.3066,6964710.019
3283,3283,1955,Stewart Road - 43,STEWART RD,,499035.5412,6964697.632,-27.4411873,152.9902407,ASHGROVE,5 - District,N,Hard,Easy,Easy,,499035.5412,6964697.632
3284,3284,1967,Ashgrove Avenue - 26,CRAWFORD ST,,499399.4233,6964338.677,-27.44442816,152.9939227,ASHGROVE,5 - District,N,Easy,Easy,Easy,,499399.4233,6964338.677
3285,3285,1976,Ashgrove Avenue - 20,ASHGROVE AVE,,500558.7572,6965051.635,-27.43799158,153.0056538,ASHGROVE,4 - Regular,Y,Easy,Medium,Medium,10/22/2019 12:00:00 AM,500558.7572,6965051.635
3286,3286,1977,Ashgrove Avenue - 20,ASHGROVE AVE,,500570.3887,6965035.793,-27.43813459,153.0057715,ASHGROVE,4 - Regular,N,Hard,Easy,Easy,,500570.3887,6965035.793
3287,3287,1980,Barbour Road - 47,BARBOUR RD,,502232.7275,6977782.093,-27.32305796,153.0225687,BRACKEN RIDGE,3 - Regular with seat,N,Easy,Easy,Easy,6/28/2021 12:00:00 AM,502232.7275,6977782.093
3288,3288,1981,Caulfield Street - 47A,GAWLER CRES,,502405.5766,6977737.556,-27.32345975,153.024316,BRACKEN RIDGE,4 - Regular,N,Hard,Easy,Easy,,502405.5766,6977737.556
3289,3289,1990,Arthur Terrace - 17,ARTHUR TCE,,499117.9478,6963697.078,-27.45022037,152.9910739,BARDON,4 - Regular,N,Hard,Easy,Easy,,499117.9478,6963697.078
3290,3290,2002,Windsor Road - 16,BISHOP ST,,500746.8,6964374.4,-27.44410558,153.007557,KELVIN GROVE,2 - Intermediate,N,Hard,Easy,Easy,,500746.8,6964374.4
3291,3291,2006,Ballymore - 12,CLYDE RD,,501619.8,6964360.5,-27.44423031,153.016391,HERSTON,2 - Intermediate,N,Hard,Easy,Easy,,501619.8,6964360.5
3292,3292,2007,Clyde Road - 12A,CLYDE RD,,501659.5763,6964211.128,-27.4455788,153.0167937,HERSTON,3 - Regular with seat,N,Hard,Easy,Easy,,501659.5763,6964211.128
