_id,OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,x,y
121,121,238,Quarry - 238,St Pauls Tce,Warren St,502903.9229,6962791.586,-27.45839235,153.029389,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Hard,Medium,6/2/2022 0:00,502903.9229,6962791.586
122,122,239,St Pauls Terrace (Stop 239),St Pauls Tce,Quarry St,502832.2,6962731.8,-27.45893225,153.0286633,SPRING HILL,4 - Regular,Y,Easy,Hard,Medium,6/2/2022 0:00,502832.2,6962731.8
123,123,240,Fortitude Valley/St Paul's Terrace (St 240),St Pauls Tce,Julia St,503260.4135,6963197.232,-27.45472937,153.0329958,FORTITUDE VALLEY,4 - Regular,Y,Easy,Medium,Medium,11/1/2017 0:00,503260.4135,6963197.232
124,124,241,Evelyn Street - 10,Breakfast Creek Rd,Evelyn St,504213.9391,6964112.819,-27.44646082,153.0426424,NEWSTEAD,2 - Intermediate,Y,Easy,Easy,Easy,10/28/2022 12:00:00 AM,504213.9391,6964112.819
125,125,244,Knapp Street - 8,Wickham St,Knapp St,503948.2,6963590.7,-27.45117531,153.039955,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Easy,4/5/2023 0:00,503948.2,6963590.7
126,126,245,Riverpark - 9,Breakfast Creek Rd,Cowlishaw St,504190.6,6963931.9,-27.44809423,153.0424069,NEWSTEAD,2 - Intermediate,Y,Easy,Easy,Easy,6/6/2017 0:00,504190.6,6963931.9
127,127,246,Evelyn Street - 10,Breakfast Creek Rd,Evelyn St,504189.7781,6964117.745,-27.44641642,153.0423979,NEWSTEAD,2 - Intermediate,Y,Easy,Easy,Medium,10/13/2017 12:00:00 AM,504189.7781,6964117.745
128,128,248,Newstead House - 12,BREAKFAST CREEK RD,Halford St,504296.2,6964395.8,-27.4439058,153.0434738,NEWSTEAD,3 - Regular with seat,N,Hard,Hard,Hard,2/15/2019 12:00:00 AM,504296.2,6964395.8
129,129,253,Allison Street - 16,Abbotsford Rd,Allison St,504013.1012,6964914.743,-27.43922164,153.0406074,BOWEN HILLS,4 - Regular,N,Hard,Hard,Hard,,504013.1012,6964914.743
130,130,256,Allison Street - 16,Abbotsford Rd,Edmondstone Rd,503922,6964845.9,-27.43984342,153.0396858,BOWEN HILLS,3 - Regular with seat,N,Hard,Easy,Easy,,503922,6964845.9
131,131,257,Pickering St - Stop 32,Pickering St,Bowling St,499455.9082,6967089.302,-27.41959544,152.9944955,ENOGGERA,4 - Regular,Y,Easy,Easy,Medium,1/18/2018 12:00:00 AM,499455.9082,6967089.302
132,132,262,Alexandria Street - 11,St Pauls Tce,Alexandria St,503464.8983,6963423.998,-27.45268162,153.0350646,FORTITUDE VALLEY,2 - Intermediate,N,Easy,Medium,Easy,2/6/2018 0:00,503464.8983,6963423.998
133,133,263,Alexandria Street - 11,St Pauls Tce,Alexandra St,503464.3,6963453.4,-27.45241618,153.0350584,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Medium,11/28/2018 12:00:00 AM,503464.3,6963453.4
134,134,265,Montpelier Road - 12/13,Abbotsford Rd,Edgar St,503759.7575,6964057.829,-27.4469586,153.0380466,BOWEN HILLS,2 - Intermediate,Y,Easy,Easy,Easy,9/8/2017 0:00,503759.7575,6964057.829
135,135,266,Auchenflower Coronation Drive,CORONATION DR ,Lang Pde,500317.7169,6960959.894,-27.47493191,153.0032159,MILTON,2 - Intermediate,Y,Easy,Easy,Medium,3/31/2017 12:00:00 AM,500317.7169,6960959.894
136,136,267,Auchenflower Coronation Drive,CORONATION DR ,Lang Pde,500327.3106,6960932.085,-27.47518297,153.003313,MILTON,2 - Intermediate,Y,Easy,Easy,Medium,3/31/2017 12:00:00 AM,500327.3106,6960932.085
137,137,268,Park Road - 6,CORONATION DR ,Graham St,500469.8344,6961134.259,-27.47335771,153.0047556,MILTON,2 - Intermediate,N,Hard,Easy,Easy,,500469.8344,6961134.259
138,138,271,Cribb Street Coronation Drive,CORONATION DR ,Park Rd,500636.3,6961276.7,-27.47207169,153.0064404,MILTON,2 - Intermediate,Y,Easy,Easy,Easy,5/24/2016 12:00:00 AM,500636.3,6961276.7
139,139,273,Boomerang St Stop 3 Coronation Drive,CORONATION DR ,Cribb St,500974.7237,6961593.186,-27.46921425,153.0098656,MILTON,2 - Intermediate,Y,Easy,Easy,Easy,9/28/2022 12:00:00 AM,500974.7237,6961593.186
140,140,424,Anderson Street - 21,Maygar St,Anderson St,502673.3,6966287.3,-27.42683343,153.0270473,WINDSOR,4 - Regular,Y,Easy,Easy,Medium,11/18/2019 12:00:00 AM,502673.3,6966287.3
141,141,425,Anderson Street - 21,Maygar St,Brook St,502702.4094,6966318.788,-27.42654911,153.0273418,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,,502702.4094,6966318.788
142,142,428,Paling Ave - 23,Maygar St,Jean St,502235.8,6966251.8,-27.42715472,153.022621,GRANGE,2 - Intermediate,Y,Easy,Medium,Easy,9/8/2017 0:00,502235.8,6966251.8
143,143,430,Eighth Ave - 24,Days Rd,Eighth Av,502060.9,6966279.1,-27.42690853,153.0208513,GRANGE,2 - Intermediate,N,Medium,Easy,Easy,,502060.9,6966279.1
144,144,434,Carroll Cr - 25A,Days Rd,Carroll Cr,501754.9132,6966330.452,-27.42644535,153.0177554,GRANGE,3 - Regular with seat,N,Easy,Medium,Easy,,501754.9132,6966330.452
145,145,435,Carroll Cr - 25A,Days Rd,Lanham Av,501710.2058,6966352.452,-27.42624679,153.0173031,GRANGE,2 - Intermediate,Y,Easy,Easy,Easy,11/30/2016 12:00:00 AM,501710.2058,6966352.452
146,146,439,Whish Street - 20,Maygar St,Whish St,502871.3,6966316.7,-27.42656761,153.0290505,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,,502871.3,6966316.7
147,147,441,McKenzie Street - 19,Maygar St,McKenzie St,503026.1054,6966322.029,-27.42651916,153.0306168,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,5/2/2017 0:00,503026.1054,6966322.029
148,148,446,Antill Street - 22/25,Kedron Brook Rd,Antill St,501857.4,6966200.6,-27.42761752,153.0187925,WILSTON,2 - Intermediate,Y,Easy,Medium,Medium,9/29/2017 12:00:00 AM,501857.4,6966200.6
149,149,448,Ada Street - 18,Kedron Brook Rd,Ada St,502217.3763,6965389.764,-27.43493724,153.0224361,WILSTON,3 - Regular with seat,Y,Medium,Easy,Medium,12/10/2018 0:00,502217.3763,6965389.764
150,150,449,Ada Street - 18,Kedron Brook Rd,Silvester St,502256.3338,6965375.247,-27.43506824,153.0228303,WILSTON,3 - Regular with seat,Y,Medium,Easy,Easy,10/13/2017 12:00:00 AM,502256.3338,6965375.247
151,151,450,York Street - 19,Kedron Brook Rd,Jeffery St,502082.9521,6965507.588,-27.43387374,153.0210758,WILSTON,3 - Regular with seat,Y,Easy,Easy,Easy,10/13/2017 12:00:00 AM,502082.9521,6965507.588
152,152,451,York Street - 19,Kedron Brook Rd,York St,502086.9463,6965523.223,-27.43373258,153.0211162,WILSTON,2 - Intermediate,N,Medium,Easy,Medium,,502086.9463,6965523.223
153,153,454,Wilston Village Kedron Brook Road,Kedron Brook Rd,Macgregor St,501969.105,6965641.282,-27.43266691,153.0199236,WILSTON,2 - Intermediate,Y,Easy,Easy,Medium,11/30/2016 12:00:00 AM,501969.105,6965641.282
154,154,457,Olney Street - 21,Kedron Brook Rd,Angliss St,501831.8692,6965945.871,-27.42991726,153.0185346,WILSTON,2 - Intermediate,N,Hard,Easy,Easy,,501831.8692,6965945.871
155,155,461,Ruth Street - 20/21,Lamont Rd,Heather St,501732.2,6965634.4,-27.43272936,153.0175266,WILSTON,4 - Regular,Y,Medium,Easy,Easy,6/27/2017 12:00:00 AM,501732.2,6965634.4
156,156,463,Abuklea Street - 19,Lamont Rd,Abuklea St,501695.0463,6965395.664,-27.43488473,153.017151,WILSTON,2 - Intermediate,Y,Easy,Medium,Hard,3/6/2023 0:00,501695.0463,6965395.664
157,157,464,Abuklea Street - 19,Lamont Rd,Newmarket Rd,501696.1642,6965312.83,-27.43563255,153.0171624,WILSTON,2 - Intermediate,Y,Easy,Medium,Easy,12/14/2022 12:00:00 AM,501696.1642,6965312.83
158,158,466,Windsor Park,Lutwyche Rd,Harris St,503136.8362,6965807.482,-27.43116426,153.0317384,WINDSOR,2 - Intermediate,N,Easy,Medium,Easy,7/18/2016 12:00:00 AM,503136.8362,6965807.482
159,159,468,Bowen Street - 14,Lutwyche Rd,Bowen St,503168.3933,6965602.841,-27.4330117,153.0320583,WINDSOR,2 - Intermediate,Y,Easy,Easy,Medium,9/13/2019 12:00:00 AM,503168.3933,6965602.841
160,160,469,Windsor Rail Stop 13 Lutwyche Road,Lutwyche Rd,Le Geyt St,503122.0992,6965311.813,-27.43563921,153.0315906,WINDSOR,2 - Intermediate,N,Easy,Easy,Easy,,503122.0992,6965311.813
161,161,470,Windsor Rail Stop 13 Lutwyche Road,Lutwyche Rd,Eildon Rd,503112.2371,6965411.375,-27.43474038,153.0314906,WINDSOR,2 - Intermediate,n,Easy,Hard,Medium,3/3/2023 0:00,503112.2371,6965411.375
162,162,478,Northey Street Northey Street,Northey St,Allom St,502790.5,6964582.7,-27.44222239,153.028237,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,5/2/2017 0:00,502790.5,6964582.7
163,163,482,Downey Park - 13A,Green Tce,Melbourne St,502519.4,6964700.7,-27.44115761,153.0254935,WINDSOR,2 - Intermediate,N,Medium,Easy,Easy,,502519.4,6964700.7
164,164,484,Table Tennis Complex - 14,Green Tce,Nicholas St,502610.6,6964872.7,-27.43960462,153.026416,WINDSOR,2 - Intermediate,Y,Easy,Easy,Easy,12/14/2022 12:00:00 AM,502610.6,6964872.7
165,165,485,Green Terrace - 15,Green Tce,Newmarket Rd,502666.3463,6965049.135,-27.43801164,153.0269797,WINDSOR,4 - Regular,Y,Easy,Medium,Medium,12/14/2022 12:00:00 AM,502666.3463,6965049.135
166,166,486,Green Terrace - 15,Green Tce,Newmarket Rd,502682.3746,6965045.676,-27.43804284,153.0271419,WINDSOR,2 - Intermediate,Y,Easy,Medium,Medium,12/14/2022 12:00:00 AM,502682.3746,6965045.676
167,167,487,Oakwal Lane Stop 16 Newmarket Road,Newmarket Rd,Oakwal La,502448.4533,6965129.366,-27.43728773,153.0247748,WINDSOR,2 - Intermediate,Y,Easy,Medium,Easy,12/10/2018 0:00,502448.4533,6965129.366
168,168,488,Oakwal Lane Stop 16 Newmarket Road,Newmarket Rd,Oakwal La,502435.4167,6965153.157,-27.43707297,153.0246428,WINDSOR,2 - Intermediate,Y,Easy,Easy,Medium,,502435.4167,6965153.157
169,169,491,Granville Street - 17,Newmarket Rd,Noble St,502219,6965168.4,-27.43693572,153.022453,WILSTON,2 - Intermediate,N,Medium,Easy,Easy,,502219,6965168.4
170,170,492,Wilston Station - 18,Newmarket Rd,Vardon St,501810.607,6965232.909,-27.43635393,153.0183205,WILSTON,4 - Regular,N,Hard,Easy,Easy,,501810.607,6965232.909
171,171,494,Wilston Station - 18,Newmarket Rd,Vardon St,501895.6708,6965235.376,-27.43633155,153.0191812,WILSTON,2 - Intermediate,N,Medium,Easy,Medium,,501895.6708,6965235.376
172,172,497,Lutwyche Road - 12,Lutwyche Rd,Cartwright St,503067.8125,6965127.111,-27.43730683,153.0310418,WINDSOR,2 - Intermediate,Y,Easy,Easy,Medium,12/14/2022 12:00:00 AM,503067.8125,6965127.111
173,173,499,Lutwyche Road - 11,LUTWYCHE RD,,503076.8683,6964997.623,-27.43847583,153.0311337,WINDSOR,2 - Intermediate,Y,Hard,Easy,Easy,4/14/2016 12:00:00 AM,503076.8683,6964997.623
174,174,507,Butterfield Pre-School - 11A,Butterfield St,Fagan Rd,501835.6789,6964328.258,-27.44452111,153.0185756,HERSTON,2 - Intermediate,Y,Easy,Easy,Easy,12/14/2022 12:00:00 AM,501835.6789,6964328.258
175,175,508,Garrick Terrace - 10,Bramston Tce,Garrick Tce,502276.0143,6964196.091,-27.44571366,153.0230317,HERSTON,2 - Intermediate,Y,Easy,Hard,Medium,2/14/2017 12:00:00 AM,502276.0143,6964196.091
176,176,510,McLeod Street - 9A,Bramston Tce,McLeod St,502360.4867,6964048.14,-27.44704922,153.0238868,HERSTON,2 - Intermediate,N,Medium,Hard,Medium,,502360.4867,6964048.14
177,177,511,McLeod Street - 9A,Bramston Tce,Wyndham St,502350.2073,6964037.88,-27.44714187,153.0237828,HERSTON,4 - Regular,N,Medium,Medium,Hard,,502350.2073,6964037.88
178,178,512,Weightman Street - 9,Bramston Tce,Weightman St,502430.1443,6963959.499,-27.44784935,153.0245918,HERSTON,2 - Intermediate,Y,Easy,Medium,Medium,2/14/2017 12:00:00 AM,502430.1443,6963959.499
179,179,513,Weightman Street - 9,Bramston Tce,Weightman St,502415.4362,6963953.211,-27.44790614,153.024443,HERSTON,2 - Intermediate,Y,Easy,Medium,Easy,3/27/2017 12:00:00 AM,502415.4362,6963953.211
180,180,516,McKeering - Barrett Bracken Ridge,Barrett St,Playford St,504240.8,6978163.6,-27.31960889,153.0428653,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Easy,6/20/2017 12:00:00 AM,504240.8,6978163.6
181,181,519,McKeering - Barrett Bracken Ridge,Barrett St,Playford St,504243.3,6978177.4,-27.31948429,153.0428905,BRACKEN RIDGE,4 - Regular,Y,Easy,Easy,Medium,6/20/2017 12:00:00 AM,504243.3,6978177.4
182,182,520,Bracken Ridge Quinlan St,Quinlan Street,Barrett St,504793.8,6978027.2,-27.3208385,153.0484555,BRACKEN RIDGE,2 - Intermediate,Y,Easy,Easy,Medium,6/21/2017 12:00:00 AM,504793.8,6978027.2
183,183,551,Gregory Terrace - 9,GREGORY TCE,Hill St,502646.5746,6963159.882,-27.4550679,153.0267838,SPRING HILL,3 - Regular with seat,N,Hard,Easy,Hard,,502646.5746,6963159.882
184,184,552,Gregory Terrace - 8,GREGORY TCE,Rogers St,502598.5863,6963055.842,-27.45600726,153.0262983,SPRING HILL,2 - Intermediate,N,Hard,Easy,Hard,,502598.5863,6963055.842
185,185,578,Gregory Terrace - 6,GREGORY TCE,,502359.8396,6962834.483,-27.45800613,153.0238826,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Medium,11/3/2017 0:00,502359.8396,6962834.483
186,186,555,Torrington Street - 5,GREGORY TCE,Bradley St,502097.7513,6962744.289,-27.45882083,153.0212303,SPRING HILL,2 - Intermediate,N,Medium,Hard,Hard,,502097.7513,6962744.289
187,187,577,Brisbane Grammar - 4,GREGORY TCE,,501957.6567,6962691.394,-27.45929858,153.0198125,SPRING HILL,1 - Premium,Y,Easy,Easy,Hard,11/3/2017 0:00,501957.6567,6962691.394
188,188,583,Torrington Street - 5,GREGORY TCE,,502135.8,6962772.1,-27.45856969,153.0216153,SPRING HILL,2 - Intermediate,N,Easy,Medium,Easy,,502135.8,6962772.1
189,189,563,Gregory Terrace - 8,GREGORY TCE,Rogers St,502521.8529,6963074.034,-27.45584317,153.0255217,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Easy,9/24/2019 12:00:00 AM,502521.8529,6963074.034
190,190,565,Gregory Terrace - 7,Bowen Bridge Rd,Gregory Tce,502841.9908,6963486.517,-27.45211864,153.0287606,SPRING HILL,2 - Intermediate,N,Easy,Medium,Medium,1/10/2018 0:00,502841.9908,6963486.517
191,191,566,Gregory Terrace - 7,Bowen Bridge Rd,Gregory Tce,502875.8217,6963471.299,-27.45225596,153.029103,BOWEN HILLS,2 - Intermediate,N,Easy,Hard,Medium,1/10/2018 0:00,502875.8217,6963471.299
192,192,569,Boundary Street - 3,Boundary St,Bradley St,502094.8,6962580.4,-27.46030043,153.0212007,SPRING HILL,3 - Regular with seat,Y,Easy,Easy,Medium,2/17/2023 12:00:00 AM,502094.8,6962580.4
193,193,573,Holland Park High - 62,Baupaume Rd,Dagmar St,505874.3696,6954780.269,-27.53070855,153.0594902,HOLLAND PARK WEST,4 - Regular,Y,Easy,Easy,Hard,10/19/2022 12:00:00 AM,505874.3696,6954780.269
194,194,575,Flynn Street - 65,Nursery Rd,Vanburgh St,506554,6954571.6,-27.53258928,153.066374,HOLLAND PARK WEST,4 - Regular,N,Hard,Easy,Easy,,506554,6954571.6
195,195,579,Flynn Street - 65,Nursery Rd,Flynn St,506477.8,6954501.2,-27.53322521,153.0656027,HOLLAND PARK WEST,4 - Regular,N,Easy,Medium,Medium,,506477.8,6954501.2
196,196,581,Gaza Road - 64,NURSERY RD,Flynn St,506332.6,6954417.4,-27.53398244,153.0641326,HOLLAND PARK WEST,2 - Intermediate,N,Medium,Easy,Hard,,506332.6,6954417.4
197,197,582,Gaza Road - 64,NURSERY RD,Dakara St,506329,6954397.8,-27.5341594,153.0640963,HOLLAND PARK WEST,2 - Intermediate,Y,Easy,Easy,Easy,10/19/2022 12:00:00 AM,506329,6954397.8
198,198,611,Water Street - 6,BRUNSWICK ST,Water St,502921.3979,6963293.463,-27.45386137,153.0295647,FORTITUDE VALLEY,4 - Regular,Y,Easy,Medium,Hard,11/1/2017 0:00,502921.3979,6963293.463
199,199,612,Water Street - 6,BRUNSWICK ST,Water St,502948.9371,6963224.79,-27.45448128,153.0298435,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Easy,Medium,11/1/2017 0:00,502948.9371,6963224.79
200,200,623,St Pauls Terrace - 5,BRUNSWICK ST,St Pauls Tce,503080.1257,6963104.321,-27.45556859,153.0311715,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,11/1/2017 0:00,503080.1257,6963104.321
201,201,629,O'Keefe Street,O'KEEFE ST,Wolseley St,503565.5312,6958516.395,-27.49698711,153.0360974,WOOLLOONGABBA,3 - Regular with seat,Y,Easy,Medium,Easy,8/9/2019 0:00,503565.5312,6958516.395
202,202,636,Leichhardt Street - 1,Leichardt St,Little Edward St,502339.0555,6962348.986,-27.46238923,153.0236732,SPRING HILL,2 - Intermediate,Y,Easy,Hard,Medium,11/3/2017 0:00,502339.0555,6962348.986
203,203,638,Allenby Street – 2,Leichardt St,Allenby St,502184.6964,6962394.816,-27.46197574,153.0221108,SPRING HILL,2 - Intermediate,Y,Easy,Easy,Medium,11/3/2017 0:00,502184.6964,6962394.816
204,204,639,Wickham Terrace - 3,Wickham Tce,Bradley St,502003.889,6962417,-27.46177574,153.0202809,SPRING HILL,2 - Intermediate,Y,Easy,Medium,Medium,11/9/2017 0:00,502003.889,6962417
205,205,712,Gibbon Street - 10,Gibbon St,James St,504360.1,6962657.8,-27.45959628,153.0441267,NEW FARM,2 - Intermediate,Y,Easy,Hard,Easy,7/4/2017 0:00,504360.1,6962657.8
206,206,714,Chester Street - 11,Chester St,Harcourt St,504342.5071,6962963.423,-27.45683717,153.0439476,TENERIFFE,3 - Regular with seat,Y,Easy,Hard,Medium,1/24/2018 12:00:00 AM,504342.5071,6962963.423
207,207,716,Teneriffe Hill - 12,Chester St,Ellis St,504495.0642,6962848.388,-27.45787522,153.0454919,TENERIFFE,2 - Intermediate,Y,Easy,Medium,Hard,2/10/2023 0:00,504495.0642,6962848.388
208,208,717,Chester Street - 11,Harcourt St,Chester St,504342.8525,6962999.524,-27.45651125,153.0439509,TENERIFFE,2 - Intermediate,Y,Easy,Easy,Hard,3/10/2017 0:00,504342.8525,6962999.524
209,209,718,James Street - 9,James St,Harcourt St,504107.0206,6962822.655,-27.45810876,153.0415648,NEW FARM,2 - Intermediate,N,Hard,Hard,Hard,,504107.0206,6962822.655
210,210,720,Kerry Road - 51,Kerry Rd,Desgrand St,501886.5704,6950191.163,-27.57214988,153.0191126,ARCHERFIELD,3 - Regular with seat,Y,Medium,Easy,Easy,12/11/2018 0:00,501886.5704,6950191.163
211,211,740,Harcourt Street - 6,Brunswick St,Harcourt St,503823.745,6962472.254,-27.46127301,153.0386991,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Easy,11/1/2017 0:00,503823.745,6962472.254
212,212,743,Barker Street - 9,Brunswick St,Heal St,504148.1,6962186.1,-27.46385545,153.0419828,NEW FARM,3 - Regular with seat,Y,Easy,Medium,Easy,3/10/2017 0:00,504148.1,6962186.1
213,213,744,Oxley Lane - 9,Barker St,Bowen Tce,504155.7817,6962037.018,-27.46520134,153.042061,NEW FARM,2 - Intermediate,Y,Easy,Easy,Easy,9/24/2019 12:00:00 AM,504155.7817,6962037.018
214,214,745,Locke Street - 10,Moray St,Locke St,504062.9583,6961864.999,-27.4667546,153.0411221,NEW FARM,3 - Regular with seat,Y,Easy,Easy,Easy,7/4/2017 0:00,504062.9583,6961864.999
215,215,746,Locke Street - 10,Moray St,Barker St,504037.5,6961904.4,-27.46639897,153.0408643,NEW FARM,2 - Intermediate,Y,Easy,Medium,Medium,7/4/2017 0:00,504037.5,6961904.4
216,216,747,Oxley Lane - 9,Barker St,Bowen Tce,504161.0592,6962064.399,-27.46495413,153.0421143,NEW FARM,2 - Intermediate,Y,Easy,Easy,Easy,9/24/2019 12:00:00 AM,504161.0592,6962064.399
217,217,759,Whitworth Street - 57,Whitworth Rd,Grenade St,508470.1,6962238.7,-27.46336052,153.0857251,CANNON HILL,3 - Regular with seat,Y,Easy,Easy,Easy,4/24/2017 12:00:00 AM,508470.1,6962238.7
218,218,763,Bellbowrie Chase,Kangaroo Gully Rd,Church Rd,487720.8729,6951022.74,-27.56458815,152.8756102,BELLBOWRIE,2 - Intermediate,Y,Easy,Medium,Easy,6/13/2017 12:00:00 AM,487720.8729,6951022.74
219,219,765,Bellbowrie Chase Kangaroo gully Road,Kangaroo Gully Rd,Church Rd,487761.5117,6951145.71,-27.56347836,152.8760232,BELLBOWRIE,4 - Regular,Y,Easy,Medium,Easy,7/23/2019 12:00:00 AM,487761.5117,6951145.71
220,220,767,Muir Street - 61,Muir St,Beauvardia St,508735.7346,6961493.635,-27.47008528,153.088419,CANNON HILL,3 - Regular with seat,Y,Easy,Easy,Easy,9/30/2022 12:00:00 AM,508735.7346,6961493.635
221,221,770,McPherson Malia - 55,McPherson Rd,Malia St,494884.7596,6952505.21,-27.55125062,152.9481879,SINNAMON PARK,3 - Regular with seat,Y,Easy,Medium,Easy,2/27/2017 12:00:00 AM,494884.7596,6952505.21
222,222,777,Bridge Street - 5,Wickham St,Bridge St,503544.8,6963153.9,-27.45511986,153.0358739,FORTITUDE VALLEY,3 - Regular with seat,Y,Medium,Easy,Hard,,503544.8,6963153.9
223,223,779,East Street - 6,Wickham St,Church St,503645.8,6963264.4,-27.454122,153.0368958,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Medium,Hard,,503645.8,6963264.4
224,224,783,Chester Street - 7,Ann St,Chester St,503973.2,6963356.8,-27.45328689,153.0402088,FORTITUDE VALLEY,2 - Intermediate,Y,Easy,Easy,Medium,4/6/2023 0:00,503973.2,6963356.8
225,225,785,Brookes Street - 10,Brookes St,Ann St,503797,6963298,-27.45381824,153.0384258,FORTITUDE VALLEY,4 - Regular,N,Medium,Easy,Medium,,503797,6963298
226,226,787,Bridge Street - 5,Ann St,Bridge St,503724.0755,6963070.09,-27.45587602,153.0376885,FORTITUDE VALLEY,3 - Regular with seat,Y,Easy,Medium,Easy,4/18/2023 12:00:00 AM,503724.0755,6963070.09
227,227,808,Constance Street - 6/10,St Pauls Tce,Constance St,503310.4031,6963280.225,-27.45397999,153.0335015,FORTITUDE VALLEY,4 - Regular,Y,Easy,Medium,Hard,11/1/2017 0:00,503310.4031,6963280.225
228,228,814,Caxton Street - 4,Caxton St,Chapel St,501138.3448,6962210.771,-27.46363857,153.0115211,PETRIE TERRACE,2 - Intermediate,Y,Easy,Hard,Medium,3/13/2018 12:00:00 AM,501138.3448,6962210.771
229,229,815,Caxton Street - 4,Caxton St,Chapel St,501159.3022,6962217.311,-27.46357951,153.0117332,PETRIE TERRACE,2 - Intermediate,Y,Easy,Hard,Easy,3/14/2017 12:00:00 AM,501159.3022,6962217.311
230,230,816,Paddington Given Terrace,Given Tce,Alexandra St,500760.535,6962365.307,-27.46224369,153.0076972,PADDINGTON,2 - Intermediate,Y,Easy,Hard,Hard,2/20/2017 12:00:00 AM,500760.535,6962365.307
231,231,817,Paddington Given Terrace,Given Tce,Alexandra St,500824.2006,6962366.494,-27.46223293,153.0083416,PADDINGTON,2 - Intermediate,Y,Easy,Medium,Medium,3/31/2017 12:00:00 AM,500824.2006,6962366.494
232,232,818,Paddo Tavern - 6,Given Tce,Princess St,500678.9875,6962403.477,-27.46189913,153.0068719,PADDINGTON,2 - Intermediate,Y,Easy,Hard,Easy,5/26/2022 12:00:00 AM,500678.9875,6962403.477
233,233,819,Paddo Tavern - 6,Given Tce,Guthrie St,500580.7137,6962422.35,-27.46172879,153.0058773,PADDINGTON,3 - Regular with seat,Y,Easy,Hard,Medium,9/24/2019 12:00:00 AM,500580.7137,6962422.35
234,234,821,Great George - 7,Given Tce,Great George St,500429.9606,6962481.06,-27.46119881,153.0043515,PADDINGTON,2 - Intermediate,Y,Easy,Hard,Hard,8/17/2017 12:00:00 AM,500429.9606,6962481.06
235,235,823,Great George - 7,Given Tce,Great George St,500497.6772,6962468.854,-27.46130898,153.0050369,PADDINGTON,3 - Regular with seat,Y,Easy,Easy,Hard,10/11/2017 0:00,500497.6772,6962468.854
236,236,824,Enoggera Terrace - 10,Enoggera Tce,Ottis La,500134.8431,6962902.953,-27.45739002,153.0013647,PADDINGTON,3 - Regular with seat,Y,Medium,Easy,Easy,5/26/2022 12:00:00 AM,500134.8431,6962902.953
